CO_MUN_GEO;NO_MUN_MIN;SG_UF;NO_UF;NO_REGIAO;CO_UF;NO_PAIS;NO_MUN_UF_PAIS;NO_UF_PAIS;NO_REGIAO_ING;NO_REG_PAI_ING
3202108;Ecoporanga;ES;Espírito Santo;SUDESTE;34;BRASIL;Ecoporanga, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202207;Fundão;ES;Espírito Santo;SUDESTE;34;BRASIL;Fundão, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202256;Governador Lindenberg;ES;Espírito Santo;SUDESTE;34;BRASIL;Governador Lindenberg, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202306;Guaçuí;ES;Espírito Santo;SUDESTE;34;BRASIL;Guaçuí, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202405;Guarapari;ES;Espírito Santo;SUDESTE;34;BRASIL;Guarapari, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202454;Ibatiba;ES;Espírito Santo;SUDESTE;34;BRASIL;Ibatiba, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202504;Ibiraçu;ES;Espírito Santo;SUDESTE;34;BRASIL;Ibiraçu, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202553;Ibitirama;ES;Espírito Santo;SUDESTE;34;BRASIL;Ibitirama, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202603;Iconha;ES;Espírito Santo;SUDESTE;34;BRASIL;Iconha, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202652;Irupi;ES;Espírito Santo;SUDESTE;34;BRASIL;Irupi, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202702;Itaguaçu;ES;Espírito Santo;SUDESTE;34;BRASIL;Itaguaçu, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
3202801;Itapemirim;ES;Espírito Santo;SUDESTE;34;BRASIL;Itapemirim, ES, BRASIL;Espírito Santo, BRASIL; SOUTHEAST;SUDESTE, BRASIL
4103040;Boa Ventura de São Roque;PR;Paraná;SUL;42;BRASIL;Boa Ventura de São Roque, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103057;Boa Vista da Aparecida;PR;Paraná;SUL;42;BRASIL;Boa Vista da Aparecida, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103107;Bocaiúva do Sul;PR;Paraná;SUL;42;BRASIL;Bocaiúva do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103156;Bom Jesus do Sul;PR;Paraná;SUL;42;BRASIL;Bom Jesus do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103206;Bom Sucesso;PR;Paraná;SUL;42;BRASIL;Bom Sucesso, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103222;Bom Sucesso do Sul;PR;Paraná;SUL;42;BRASIL;Bom Sucesso do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103305;Borrazópolis;PR;Paraná;SUL;42;BRASIL;Borrazópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103354;Braganey;PR;Paraná;SUL;42;BRASIL;Braganey, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103370;Brasilândia do Sul;PR;Paraná;SUL;42;BRASIL;Brasilândia do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103404;Cafeara;PR;Paraná;SUL;42;BRASIL;Cafeara, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103453;Cafelândia;PR;Paraná;SUL;42;BRASIL;Cafelândia, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103479;Cafezal do Sul;PR;Paraná;SUL;42;BRASIL;Cafezal do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103503;Califórnia;PR;Paraná;SUL;42;BRASIL;Califórnia, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103602;Cambará;PR;Paraná;SUL;42;BRASIL;Cambará, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103701;Cambé;PR;Paraná;SUL;42;BRASIL;Cambé, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103800;Cambira;PR;Paraná;SUL;42;BRASIL;Cambira, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103909;Campina da Lagoa;PR;Paraná;SUL;42;BRASIL;Campina da Lagoa, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4103958;Campina do Simão;PR;Paraná;SUL;42;BRASIL;Campina do Simão, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104006;Campina Grande do Sul;PR;Paraná;SUL;42;BRASIL;Campina Grande do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104055;Campo Bonito;PR;Paraná;SUL;42;BRASIL;Campo Bonito, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104105;Campo do Tenente;PR;Paraná;SUL;42;BRASIL;Campo do Tenente, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104204;Campo Largo;PR;Paraná;SUL;42;BRASIL;Campo Largo, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104253;Campo Magro;PR;Paraná;SUL;42;BRASIL;Campo Magro, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104303;Campo Mourão;PR;Paraná;SUL;42;BRASIL;Campo Mourão, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104402;Cândido de Abreu;PR;Paraná;SUL;42;BRASIL;Cândido de Abreu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104428;Candói;PR;Paraná;SUL;42;BRASIL;Candói, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104451;Cantagalo;PR;Paraná;SUL;42;BRASIL;Cantagalo, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104501;Capanema;PR;Paraná;SUL;42;BRASIL;Capanema, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104600;Capitão Leônidas Marques;PR;Paraná;SUL;42;BRASIL;Capitão Leônidas Marques, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104659;Carambeí;PR;Paraná;SUL;42;BRASIL;Carambeí, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104709;Carlópolis;PR;Paraná;SUL;42;BRASIL;Carlópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104808;Cascavel;PR;Paraná;SUL;42;BRASIL;Cascavel, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4104907;Castro;PR;Paraná;SUL;42;BRASIL;Castro, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105003;Catanduvas;PR;Paraná;SUL;42;BRASIL;Catanduvas, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105102;Centenário do Sul;PR;Paraná;SUL;42;BRASIL;Centenário do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105201;Cerro Azul;PR;Paraná;SUL;42;BRASIL;Cerro Azul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105300;Céu Azul;PR;Paraná;SUL;42;BRASIL;Céu Azul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105409;Chopinzinho;PR;Paraná;SUL;42;BRASIL;Chopinzinho, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105508;Cianorte;PR;Paraná;SUL;42;BRASIL;Cianorte, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105607;Cidade Gaúcha;PR;Paraná;SUL;42;BRASIL;Cidade Gaúcha, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105706;Clevelândia;PR;Paraná;SUL;42;BRASIL;Clevelândia, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105805;Colombo;PR;Paraná;SUL;42;BRASIL;Colombo, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4105904;Colorado;PR;Paraná;SUL;42;BRASIL;Colorado, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106001;Congonhinhas;PR;Paraná;SUL;42;BRASIL;Congonhinhas, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106100;Conselheiro Mairinck;PR;Paraná;SUL;42;BRASIL;Conselheiro Mairinck, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106209;Contenda;PR;Paraná;SUL;42;BRASIL;Contenda, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106308;Corbélia;PR;Paraná;SUL;42;BRASIL;Corbélia, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106407;Cornélio Procópio;PR;Paraná;SUL;42;BRASIL;Cornélio Procópio, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106456;Coronel Domingos Soares;PR;Paraná;SUL;42;BRASIL;Coronel Domingos Soares, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106506;Coronel Vivida;PR;Paraná;SUL;42;BRASIL;Coronel Vivida, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106555;Corumbataí do Sul;PR;Paraná;SUL;42;BRASIL;Corumbataí do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106571;Cruzeiro do Iguaçu;PR;Paraná;SUL;42;BRASIL;Cruzeiro do Iguaçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106605;Cruzeiro do Oeste;PR;Paraná;SUL;42;BRASIL;Cruzeiro do Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106704;Cruzeiro do Sul;PR;Paraná;SUL;42;BRASIL;Cruzeiro do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106803;Cruz Machado;PR;Paraná;SUL;42;BRASIL;Cruz Machado, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106852;Cruzmaltina;PR;Paraná;SUL;42;BRASIL;Cruzmaltina, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4106902;Curitiba;PR;Paraná;SUL;42;BRASIL;Curitiba, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107009;Curiúva;PR;Paraná;SUL;42;BRASIL;Curiúva, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107108;Diamante do Norte;PR;Paraná;SUL;42;BRASIL;Diamante do Norte, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107124;Diamante do Sul;PR;Paraná;SUL;42;BRASIL;Diamante do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107157;Diamante D'Oeste;PR;Paraná;SUL;42;BRASIL;Diamante D'Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107207;Dois Vizinhos;PR;Paraná;SUL;42;BRASIL;Dois Vizinhos, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107256;Douradina;PR;Paraná;SUL;42;BRASIL;Douradina, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107306;Doutor Camargo;PR;Paraná;SUL;42;BRASIL;Doutor Camargo, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107405;Enéas Marques;PR;Paraná;SUL;42;BRASIL;Enéas Marques, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107504;Engenheiro Beltrão;PR;Paraná;SUL;42;BRASIL;Engenheiro Beltrão, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107520;Esperança Nova;PR;Paraná;SUL;42;BRASIL;Esperança Nova, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107538;Entre Rios do Oeste;PR;Paraná;SUL;42;BRASIL;Entre Rios do Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107546;Espigão Alto do Iguaçu;PR;Paraná;SUL;42;BRASIL;Espigão Alto do Iguaçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107553;Farol;PR;Paraná;SUL;42;BRASIL;Farol, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107603;Faxinal;PR;Paraná;SUL;42;BRASIL;Faxinal, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107652;Fazenda Rio Grande;PR;Paraná;SUL;42;BRASIL;Fazenda Rio Grande, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107702;Fênix;PR;Paraná;SUL;42;BRASIL;Fênix, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107736;Fernandes Pinheiro;PR;Paraná;SUL;42;BRASIL;Fernandes Pinheiro, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107751;Figueira;PR;Paraná;SUL;42;BRASIL;Figueira, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107801;Floraí;PR;Paraná;SUL;42;BRASIL;Floraí, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107850;Flor da Serra do Sul;PR;Paraná;SUL;42;BRASIL;Flor da Serra do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4107900;Floresta;PR;Paraná;SUL;42;BRASIL;Floresta, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108007;Florestópolis;PR;Paraná;SUL;42;BRASIL;Florestópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108106;Flórida;PR;Paraná;SUL;42;BRASIL;Flórida, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108205;Formosa do Oeste;PR;Paraná;SUL;42;BRASIL;Formosa do Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108304;Foz do Iguaçu;PR;Paraná;SUL;42;BRASIL;Foz do Iguaçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108320;Francisco Alves;PR;Paraná;SUL;42;BRASIL;Francisco Alves, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108403;Francisco Beltrão;PR;Paraná;SUL;42;BRASIL;Francisco Beltrão, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108452;Foz do Jordão;PR;Paraná;SUL;42;BRASIL;Foz do Jordão, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108502;General Carneiro;PR;Paraná;SUL;42;BRASIL;General Carneiro, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108551;Godoy Moreira;PR;Paraná;SUL;42;BRASIL;Godoy Moreira, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108601;Goioerê;PR;Paraná;SUL;42;BRASIL;Goioerê, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108650;Goioxim;PR;Paraná;SUL;42;BRASIL;Goioxim, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108700;Grandes Rios;PR;Paraná;SUL;42;BRASIL;Grandes Rios, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108809;Guaíra;PR;Paraná;SUL;42;BRASIL;Guaíra, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108908;Guairaçá;PR;Paraná;SUL;42;BRASIL;Guairaçá, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4108957;Guamiranga;PR;Paraná;SUL;42;BRASIL;Guamiranga, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109005;Guapirama;PR;Paraná;SUL;42;BRASIL;Guapirama, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109104;Guaporema;PR;Paraná;SUL;42;BRASIL;Guaporema, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109203;Guaraci;PR;Paraná;SUL;42;BRASIL;Guaraci, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109302;Guaraniaçu;PR;Paraná;SUL;42;BRASIL;Guaraniaçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109401;Guarapuava;PR;Paraná;SUL;42;BRASIL;Guarapuava, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109500;Guaraqueçaba;PR;Paraná;SUL;42;BRASIL;Guaraqueçaba, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109609;Guaratuba;PR;Paraná;SUL;42;BRASIL;Guaratuba, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109658;Honório Serpa;PR;Paraná;SUL;42;BRASIL;Honório Serpa, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109708;Ibaiti;PR;Paraná;SUL;42;BRASIL;Ibaiti, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109757;Ibema;PR;Paraná;SUL;42;BRASIL;Ibema, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109807;Ibiporã;PR;Paraná;SUL;42;BRASIL;Ibiporã, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4109906;Icaraíma;PR;Paraná;SUL;42;BRASIL;Icaraíma, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110003;Iguaraçu;PR;Paraná;SUL;42;BRASIL;Iguaraçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110052;Iguatu;PR;Paraná;SUL;42;BRASIL;Iguatu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110078;Imbaú;PR;Paraná;SUL;42;BRASIL;Imbaú, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110102;Imbituva;PR;Paraná;SUL;42;BRASIL;Imbituva, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110201;Inácio Martins;PR;Paraná;SUL;42;BRASIL;Inácio Martins, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110300;Inajá;PR;Paraná;SUL;42;BRASIL;Inajá, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110409;Indianópolis;PR;Paraná;SUL;42;BRASIL;Indianópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110508;Ipiranga;PR;Paraná;SUL;42;BRASIL;Ipiranga, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110607;Iporã;PR;Paraná;SUL;42;BRASIL;Iporã, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110656;Iracema do Oeste;PR;Paraná;SUL;42;BRASIL;Iracema do Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110706;Irati;PR;Paraná;SUL;42;BRASIL;Irati, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110805;Iretama;PR;Paraná;SUL;42;BRASIL;Iretama, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110904;Itaguajé;PR;Paraná;SUL;42;BRASIL;Itaguajé, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4110953;Itaipulândia;PR;Paraná;SUL;42;BRASIL;Itaipulândia, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111001;Itambaracá;PR;Paraná;SUL;42;BRASIL;Itambaracá, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111100;Itambé;PR;Paraná;SUL;42;BRASIL;Itambé, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111209;Itapejara d'Oeste;PR;Paraná;SUL;42;BRASIL;Itapejara d'Oeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111258;Itaperuçu;PR;Paraná;SUL;42;BRASIL;Itaperuçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111308;Itaúna do Sul;PR;Paraná;SUL;42;BRASIL;Itaúna do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111407;Ivaí;PR;Paraná;SUL;42;BRASIL;Ivaí, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111506;Ivaiporã;PR;Paraná;SUL;42;BRASIL;Ivaiporã, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111555;Ivaté;PR;Paraná;SUL;42;BRASIL;Ivaté, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111605;Ivatuba;PR;Paraná;SUL;42;BRASIL;Ivatuba, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111704;Jaboti;PR;Paraná;SUL;42;BRASIL;Jaboti, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111803;Jacarezinho;PR;Paraná;SUL;42;BRASIL;Jacarezinho, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4111902;Jaguapitã;PR;Paraná;SUL;42;BRASIL;Jaguapitã, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112009;Jaguariaíva;PR;Paraná;SUL;42;BRASIL;Jaguariaíva, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112108;Jandaia do Sul;PR;Paraná;SUL;42;BRASIL;Jandaia do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112207;Janiópolis;PR;Paraná;SUL;42;BRASIL;Janiópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112306;Japira;PR;Paraná;SUL;42;BRASIL;Japira, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112405;Japurá;PR;Paraná;SUL;42;BRASIL;Japurá, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112504;Jardim Alegre;PR;Paraná;SUL;42;BRASIL;Jardim Alegre, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112603;Jardim Olinda;PR;Paraná;SUL;42;BRASIL;Jardim Olinda, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112702;Jataizinho;PR;Paraná;SUL;42;BRASIL;Jataizinho, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112751;Jesuítas;PR;Paraná;SUL;42;BRASIL;Jesuítas, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112801;Joaquim Távora;PR;Paraná;SUL;42;BRASIL;Joaquim Távora, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112900;Jundiaí do Sul;PR;Paraná;SUL;42;BRASIL;Jundiaí do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4112959;Juranda;PR;Paraná;SUL;42;BRASIL;Juranda, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113007;Jussara;PR;Paraná;SUL;42;BRASIL;Jussara, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113106;Kaloré;PR;Paraná;SUL;42;BRASIL;Kaloré, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113205;Lapa;PR;Paraná;SUL;42;BRASIL;Lapa, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113254;Laranjal;PR;Paraná;SUL;42;BRASIL;Laranjal, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113304;Laranjeiras do Sul;PR;Paraná;SUL;42;BRASIL;Laranjeiras do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113403;Leópolis;PR;Paraná;SUL;42;BRASIL;Leópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113429;Lidianópolis;PR;Paraná;SUL;42;BRASIL;Lidianópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113452;Lindoeste;PR;Paraná;SUL;42;BRASIL;Lindoeste, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113502;Loanda;PR;Paraná;SUL;42;BRASIL;Loanda, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113601;Lobato;PR;Paraná;SUL;42;BRASIL;Lobato, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113700;Londrina;PR;Paraná;SUL;42;BRASIL;Londrina, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113734;Luiziana;PR;Paraná;SUL;42;BRASIL;Luiziana, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113759;Lunardelli;PR;Paraná;SUL;42;BRASIL;Lunardelli, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113809;Lupionópolis;PR;Paraná;SUL;42;BRASIL;Lupionópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4113908;Mallet;PR;Paraná;SUL;42;BRASIL;Mallet, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114005;Mamborê;PR;Paraná;SUL;42;BRASIL;Mamborê, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114104;Mandaguaçu;PR;Paraná;SUL;42;BRASIL;Mandaguaçu, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114203;Mandaguari;PR;Paraná;SUL;42;BRASIL;Mandaguari, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114302;Mandirituba;PR;Paraná;SUL;42;BRASIL;Mandirituba, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114351;Manfrinópolis;PR;Paraná;SUL;42;BRASIL;Manfrinópolis, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114401;Mangueirinha;PR;Paraná;SUL;42;BRASIL;Mangueirinha, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114500;Manoel Ribas;PR;Paraná;SUL;42;BRASIL;Manoel Ribas, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114609;Marechal Cândido Rondon;PR;Paraná;SUL;42;BRASIL;Marechal Cândido Rondon, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114708;Maria Helena;PR;Paraná;SUL;42;BRASIL;Maria Helena, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114807;Marialva;PR;Paraná;SUL;42;BRASIL;Marialva, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
4114906;Marilândia do Sul;PR;Paraná;SUL;42;BRASIL;Marilândia do Sul, PR, BRASIL;Paraná, BRASIL; SOUTH;SUL, BRASIL
